Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Nigeria,NGA,Forest area (% of land area),AG.LND.FRST.ZS,18.92245023,16.6732545,14.42405876,12.17541201,9.926765265,7.678118515,7.228389058,..
Nigeria,NGA,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.6197064,75.10128792,78.28540685,79.82256772,76.85804319,77.73642083,77.73642083,..
North Macedonia,MKD,Forest area (% of land area),AG.LND.FRST.ZS,35.86315376,36.76759733,37.6720409,38.34054267,39.57176844,39.57176844,39.57176844,..
North Macedonia,MKD,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,50.60951632,48.56468738,48.28942194,44.36954798,50.03965107,50.15860428,..
Northern Mariana Islands,MNP,Forest area (% of land area),AG.LND.FRST.ZS,..,71.28261069,69.47825888,67.69565085,65.91304281,64.13043478,63.78260903,..
Northern Mariana Islands,MNP,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,8.695652174,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,..
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,33.21615282,33.1901428,33.16413279,33.10663698,33.13401594,33.1723823,33.1778599,..
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.672186379,3.085608657,2.852887507,2.836460132,2.754049532,2.700569279,2.694078329,..
Oman,OMN,Forest area (% of land area),AG.LND.FRST.ZS,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,..
Oman,OMN,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.489499192,3.460420032,3.789983845,4.733441034,4.663004689,4.633279483,4.639741519,..
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,3.278071814,3.011493358,2.744914902,2.467310087,2.188408053,1.909506019,1.853725612,..
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.66988377,46.73360315,47.60533416,46.65447281,45.71658364,46.96191366,47.7947281,..
Palau,PLW,Forest area (% of land area),AG.LND.FRST.ZS,..,84.49999768,86.06521772,87.60869399,87.60869399,87.60869399,87.60869399,..
Palau,PLW,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,..
Panama,PAN,Forest area (% of land area),AG.LND.FRST.ZS,67.79661017,66.6330374,65.46946462,64.32606941,63.20957762,62.10653753,61.88593083,..
Panama,PAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.57142857,28.67904224,29.99730966,29.99730966,30.48681588,30.36050578,30.36050578,..
Papua New Guinea,PNG,Forest area (% of land area),AG.LND.FRST.ZS,74.25473656,74.22492603,74.19511549,74.16420086,74.13549441,74.10457978,74.09839513,..
Papua New Guinea,PNG,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.936580842,2.062447556,2.219228901,2.2744336,2.627743674,2.627743674,2.627743674,..
Paraguay,PRY,Forest area (% of land area),AG.LND.FRST.ZS,53.25195067,51.0005034,48.74905613,46.50138434,42.66297508,38.56783287,37.74880345,..
Paraguay,PRY,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.18902592,41.42461616,51.15781525,50.18877423,53.43569091,55.08431915,55.08431915,..
Peru,PER,Forest area (% of land area),AG.LND.FRST.ZS,60.87578125,60.1828125,59.48984375,59.00625,58.44609375,57.79140625,57.66046753,..
Peru,PER,Agricultural land (% of land area),AG.LND.AGRI.ZS,17.059375,17.10078125,18.065625,18.153125,18.76796875,18.2296875,18.50546875,..
Philippines,PHL,Forest area (% of land area),AG.LND.FRST.ZS,21.98410303,22.77559781,23.5670926,23.7247208,22.93993359,26.96448335,27.7693933,..
Philippines,PHL,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.36123688,36.94201295,37.67649328,38.08230204,40.58087668,41.72116578,41.72116578,..
Poland,POL,Forest area (% of land area),AG.LND.FRST.ZS,28.99539652,29.28597081,29.5765451,30.03297098,30.45905707,30.81420033,30.88343903,..
Poland,POL,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.356884,60.79858957,60.11622972,51.92439526,47.17578686,46.9349097,46.94470753,..
Portugal,PRT,Forest area (% of land area),AG.LND.FRST.ZS,37.55191257,37.04371585,36.53551913,36.03367224,35.36412272,34.73586931,34.61142383,..
Portugal,PRT,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.31147541,42.8852459,43.2391244,41.80091865,39.89704031,40.33465264,39.4529404,..
Puerto Rico,PRI,Forest area (% of land area),AG.LND.FRST.ZS,32.35625705,41.55016773,50.74295336,52.18376495,54.04847843,55.91319191,56.28635961,..
Puerto Rico,PRI,Agricultural land (% of land area),AG.LND.AGRI.ZS,49.04171364,34.83652762,27.86922175,22.66065389,21.83765467,22.28861296,22.28861296,..
Qatar,QAT,Forest area (% of land area),AG.LND.FRST.ZS,0,0,0,0,0,0,0,..
Qatar,QAT,Agricultural land (% of land area),AG.LND.AGRI.ZS,5.254091301,5.598621878,5.684754522,5.529715499,5.727820844,5.839793545,5.770887166,..
Romania,ROU,Forest area (% of land area),AG.LND.FRST.ZS,27.77850447,27.75066452,27.7132036,27.78937299,28.31993045,29.82006259,30.12082839,..
Romania,ROU,Agricultural land (% of land area),AG.LND.AGRI.ZS,64.39502943,64.47775502,64.67720169,61.65753544,61.53444903,60.23122392,58.76651599,..
Russian Federation,RUS,Forest area (% of land area),AG.LND.FRST.ZS,49.35646539,49.40105111,49.40184991,49.37248915,49.77359074,49.76106545,49.75856192,..
Russian Federation,RUS,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,13.21253995,13.25666887,13.16615989,13.06427907,13.29447034,13.29447034,..
Rwanda,RWA,Forest area (% of land area),AG.LND.FRST.ZS,12.89014998,13.4171058,13.94406161,15.60599919,18.07863802,19.45683016,19.73246809,..
Rwanda,RWA,Agricultural land (% of land area),AG.LND.AGRI.ZS,76.16538306,60.1945683,67.69355493,72.26996451,73.12201232,73.43737135,73.43737135,..
Samoa,WSM,Forest area (% of land area),AG.LND.FRST.ZS,45.93639576,53.18021201,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,..
Samoa,WSM,Agricultural land (% of land area),AG.LND.AGRI.ZS,19.08127208,18.02120141,16.96113074,14.8409894,12.36749117,12.36749117,12.36749117,..
San Marino,SMR,Forest area (% of land area),AG.LND.FRST.ZS,0,0,0,0,0,0,0,..
San Marino,SMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,..
Sao Tome and Principe,STP,Forest area (% of land area),AG.LND.FRST.ZS,58.33333333,58.33333333,58.33333333,58.33333333,55.83333174,55.83333174,55.83333174,..
Sao Tome and Principe,STP,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75,46.875,51.04166667,51.04166667,50.52083333,50.72916746,50.72916746,..
Saudi Arabia,SAU,Forest area (% of land area),AG.LND.FRST.ZS,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,..
Saudi Arabia,SAU,Agricultural land (% of land area),AG.LND.AGRI.ZS,57.44130549,67.35157162,80.84188883,80.81025636,80.66558434,80.77230031,80.76466839,..
Senegal,SEN,Forest area (% of land area),AG.LND.FRST.ZS,48.55347219,47.38482314,46.2161741,45.04752506,44.00872591,42.96992676,42.76216694,..
Senegal,SEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.06554823,45.78507246,46.88619955,45.58250662,49.12481172,46.06035423,46.06035423,..
Serbia,SRB,Forest area (% of land area),AG.LND.FRST.ZS,28.31008461,28.31008461,28.31008461,28.31008461,31.01989481,31.0999314,31.1159376,..
Serbia,SRB,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,..,..,40.26526524,39.65812943,39.33226618,..
Seychelles,SYC,Forest area (% of land area),AG.LND.FRST.ZS,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,..
Seychelles,SYC,Agricultural land (% of land area),AG.LND.AGRI.ZS,8.695652174,8.695652174,8.695652174,8.695652174,5.217391512,3.369565114,3.369565114,..
Sierra Leone,SLE,Forest area (% of land area),AG.LND.FRST.ZS,43.19756165,41.83984483,40.48212801,39.12441119,37.76669438,42.17234691,43.05347877,..
Sierra Leone,SLE,Agricultural land (% of land area),AG.LND.AGRI.ZS,39.13826545,38.93045165,38.93045165,52.81269077,54.45247829,54.71044611,54.71044611,..
Singapore,SGP,Forest area (% of land area),AG.LND.FRST.ZS,24.40298564,24.40298564,24.40298564,23.73004357,23.29059985,23.06064884,23.06064884,..
Singapore,SGP,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.985074627,1.791044847,1.791044847,1.103047857,1.054131114,0.930888592,0.930888592,..
Sint Maarten (Dutch part),SXM,Forest area (% of land area),AG.LND.FRST.ZS,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,..,..,..,..,..,..
Slovak Republic,SVK,Forest area (% of land area),AG.LND.FRST.ZS,39.95841996,39.94802495,39.93762994,40.16632017,40.31939366,40.34773764,40.35357636,..
Slovak Republic,SVK,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,50.85239085,50.72765073,40.35343035,40.43791794,39.27873006,39.22628952,..
Slovenia,SVN,Forest area (% of land area),AG.LND.FRST.ZS,58.98709037,60.10427011,61.22144985,61.71797418,61.89752921,61.95823746,61.97001199,..
Slovenia,SVN,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,26.71300894,25.71996028,25.27308838,30.96663325,30.60627661,30.65633976,..
Solomon Islands,SLB,Forest area (% of land area),AG.LND.FRST.ZS,83.02965345,82.02929618,81.02893891,80.06430868,79.06395141,78.06359414,77.8635192,..
Solomon Islands,SLB,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.429439085,2.608074312,2.715255448,3.179707038,3.822793855,3.8585209,3.8585209,..
Somalia,SOM,Forest area (% of land area),AG.LND.FRST.ZS,13.20177256,12.59046131,11.97915006,11.3670418,10.75493353,10.14282526,10.02040392,..
Somalia,SOM,Agricultural land (% of land area),AG.LND.AGRI.ZS,70.2043549,70.22667134,70.24420569,70.7383556,70.34144164,70.33665955,70.33665955,..
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,..
South Africa,ZAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,78.80701349,80.38974849,80.88847489,80.35924787,79.87123791,79.83002086,79.83002086,..
South Sudan,SSD,Forest area (% of land area),AG.LND.FRST.ZS,..,..,..,..,..,..,..,..
South Sudan,SSD,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,..,..,..,..,..,..
Spain,ESP,Forest area (% of land area),AG.LND.FRST.ZS,27.64994841,30.82095893,34.02192275,34.62720119,36.49366856,36.8607287,36.93620953,..
Spain,ESP,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.01233381,59.5046452,59.65130261,58.43435052,55.08889822,53.18906052,52.57724744,..
Sri Lanka,LKA,Forest area (% of land area),AG.LND.FRST.ZS,36.42162335,35.68808802,34.9545527,33.77451762,33.53532132,33.00908946,32.90384153,..
Sri Lanka,LKA,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.29867645,37.09137299,37.47408707,40.02551427,41.77962048,43.69319088,43.69319088,..
St. Kitts and Nevis,KNA,Forest area (% of land area),AG.LND.FRST.ZS,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,42.30769231,..
St. Kitts and Nevis,KNA,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.15384615,38.46153846,36.53846154,19.23076923,21.92307619,23.07692308,23.07692308,..
St. Lucia,LCA,Forest area (% of land area),AG.LND.FRST.ZS,35.73770367,35.24590164,34.75409961,34.26229446,33.77049243,33.27868727,33.18032749,..
St. Lucia,LCA,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.26229446,29.50819672,23.27868821,17.86885183,17.37704981,17.37704981,17.37704981,..
St. Martin (French part),MAF,Forest area (% of land area),AG.LND.FRST.ZS,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,18.38235294,..,..
St. Martin (French part),MAF,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Forest area (% of land area),AG.LND.FRST.ZS,64.1025641,65.38461538,66.66666667,66.66666667,69.23076923,69.23076923,69.23076923,..
St. Vincent and the Grenadines,VCT,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.76923077,30.76923077,25.64102564,25.64102564,25.64102564,25.64102564,25.64102564,..
Sudan,SDN,Forest area (% of land area),AG.LND.FRST.ZS,..,..,..,..,..,..,..,..
Sudan,SDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,..,..,..,..,..,..
Suriname,SUR,Forest area (% of land area),AG.LND.FRST.ZS,98.91025641,98.78525641,98.66025641,98.53205128,98.40384615,98.28205128,98.25769356,..
Suriname,SUR,Agricultural land (% of land area),AG.LND.AGRI.ZS,0.564102564,0.570512821,0.564102564,0.466666686,0.501923096,0.557692308,0.557692308,..
Sweden,SWE,Forest area (% of land area),AG.LND.FRST.ZS,68.38962811,68.51147829,68.63332846,68.76736365,68.41399815,68.92293339,68.92293339,..
Sweden,SWE,Agricultural land (% of land area),AG.LND.AGRI.ZS,8.317492811,7.961690306,7.683871911,7.837403129,7.518155676,7.463111755,7.442734036,..
Switzerland,CHE,Forest area (% of land area),AG.LND.FRST.ZS,29.11786355,29.66176804,30.20949371,30.79609254,31.2531625,31.73398039,31.8301452,..
Switzerland,CHE,Agricultural land (% of land area),AG.LND.AGRI.ZS,40.62080981,40.02378038,39.62149678,39.22263224,38.83490074,38.43835449,38.36344603,..
Syrian Arab Republic,SYR,Forest area (% of land area),AG.LND.FRST.ZS,2.024159321,2.187397976,2.350636631,2.51130359,2.673855035,2.673855035,2.673855035,..
Syrian Arab Republic,SYR,Agricultural land (% of land area),AG.LND.AGRI.ZS,73.43018827,75.02992709,74.60550658,75.32821267,75.73925829,75.81005282,75.81005282,..
Tajikistan,TJK,Forest area (% of land area),AG.LND.FRST.ZS,2.915118605,2.922263504,2.929408402,2.929408402,2.929408402,2.968513582,2.97139559,..
Tajikistan,TJK,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,32.73792512,32.67362103,33.38096599,33.97899539,34.13790619,34.13790619,..
Tanzania,TZA,Forest area (% of land area),AG.LND.FRST.ZS,63.12937458,60.87152856,58.61368255,56.35583653,54.09799052,51.99819372,51.57823436,..
Tanzania,TZA,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.12553624,37.48024385,38.38338225,39.91871754,42.27816663,44.76179725,44.76179725,..
Thailand,THA,Forest area (% of land area),AG.LND.FRST.ZS,27.41294604,30.35487091,33.29679579,31.51363307,31.80528098,32.09888626,32.15760731,..
Thailand,THA,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.85441093,41.51578618,38.8224471,38.38399656,41.2221809,43.27741784,43.27741784,..
Timor-Leste,TLS,Forest area (% of land area),AG.LND.FRST.ZS,64.96301278,61.19704102,57.43106927,53.66509751,49.89912576,46.133154,45.37995883,..
Timor-Leste,TLS,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.38533961,22.86482851,22.66308003,25.89105582,25.01681237,25.55480834,25.55480834,..
Togo,TGO,Forest area (% of land area),AG.LND.FRST.ZS,12.59422688,10.76484648,8.935466078,7.096892811,5.276705277,3.456517742,3.092480179,..
Togo,TGO,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.65048722,60.67291782,66.7402096,59.75363118,67.38371024,70.2334988,70.2334988,..
Tonga,TON,Forest area (% of land area),AG.LND.FRST.ZS,12.5,12.5,12.5,12.5,12.5,12.5,12.5,..
Tonga,TON,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.44444444,45.83333333,41.66666667,41.66666667,44.44444444,45.83333333,45.83333333,..
Trinidad and Tobago,TTO,Forest area (% of land area),AG.LND.FRST.ZS,46.92007738,46.22806899,45.53606357,44.83430799,44.13255242,45.70760151,46.023393,..
Trinidad and Tobago,TTO,Agricultural land (% of land area),AG.LND.AGRI.ZS,15.00974659,14.81481481,13.06042885,10.52631579,10.52631579,10.52631579,10.52631579,..
Tunisia,TUN,Forest area (% of land area),AG.LND.FRST.ZS,4.138774459,4.763130793,5.387487127,5.889546859,6.372296601,6.700566426,6.766220077,..
Tunisia,TUN,Agricultural land (% of land area),AG.LND.AGRI.ZS,55.63851699,60.16992791,61.47657055,63.23377961,64.61122554,64.83650875,64.83650875,..
Turkey,TUR,Forest area (% of land area),AG.LND.FRST.ZS,12.5021114,12.86657225,13.23103309,13.85341008,14.55634526,15.22159999,15.35465144,..
Turkey,TUR,Agricultural land (% of land area),AG.LND.AGRI.ZS,51.55334381,51.31426789,52.59540299,53.56210127,50.68929226,50.0838065,49.79925419,..
Turkmenistan,TKM,Forest area (% of land area),AG.LND.FRST.ZS,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,8.782159045,..
Turkmenistan,TKM,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,75.543166,75.543166,74.22382057,72.35120124,72.00646905,72.00646905,..
Turks and Caicos Islands,TCA,Forest area (% of land area),AG.LND.FRST.ZS,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,36.21052792,..
Turks and Caicos Islands,TCA,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,1.052631579,..
Tuvalu,TUV,Forest area (% of land area),AG.LND.FRST.ZS,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,..
Tuvalu,TUV,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.66666667,66.66666667,66.66666667,56.66666826,59.99999841,59.99999841,59.99999841,..
Uganda,UGA,Forest area (% of land area),AG.LND.FRST.ZS,23.77758871,21.57049197,19.36339523,17.16130324,13.72930381,10.35806902,9.683822306,..
Uganda,UGA,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.86687353,60.66763425,62.61948851,66.3730544,71.14003591,71.88809096,71.88809096,..
Ukraine,UKR,Forest area (% of land area),AG.LND.FRST.ZS,16.00759472,16.21127125,16.41494779,16.52628672,16.48139198,16.67040688,16.70803881,..
Ukraine,UKR,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,72.24130491,71.46975058,71.28999965,71.23351516,71.65323068,71.66531444,..
United Arab Emirates,ARE,Forest area (% of land area),AG.LND.FRST.ZS,3.44973247,3.907350042,4.364967615,4.393128696,4.46775539,4.542382513,4.557307852,..
United Arab Emirates,ARE,Agricultural land (% of land area),AG.LND.AGRI.ZS,4.012954097,5.392847085,7.772458462,7.913263869,5.594198645,5.460433509,5.474514049,..
United Kingdom,GBR,Forest area (% of land area),AG.LND.FRST.ZS,11.48266027,11.84640185,12.21014343,12.48708304,12.64415327,12.99549456,13.06576282,..
United Kingdom,GBR,Agricultural land (% of land area),AG.LND.AGRI.ZS,75.24077212,71.83482826,70.11945604,70.08638862,71.19414707,70.83867234,71.71487814,..
United States,USA,Forest area (% of land area),AG.LND.FRST.ZS,33.02230821,33.08159442,33.13017359,33.2634426,33.74940694,33.89972254,33.92978567,..
United States,USA,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.61533624,45.87191122,45.23058486,44.94516433,44.64933145,44.369068,44.369068,..
Uruguay,URY,Forest area (% of land area),AG.LND.FRST.ZS,4.55833612,6.192149469,7.825962468,8.695006564,9.89201262,10.54165238,10.67158034,..
Uruguay,URY,Agricultural land (% of land area),AG.LND.AGRI.ZS,85.2302594,85.35024569,85.46451834,84.74460062,82.46486116,82.55970523,82.55970523,..
Uzbekistan,UZB,Forest area (% of land area),AG.LND.FRST.ZS,7.15796897,7.354254819,7.550540668,7.745651152,7.699811942,7.569111195,7.54297139,..
Uzbekistan,UZB,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,64.98589563,64.23366244,62.85848613,62.69393512,62.92900799,62.92900799,..
Vanuatu,VUT,Forest area (% of land area),AG.LND.FRST.ZS,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,36.09515997,..
Vanuatu,VUT,Agricultural land (% of land area),AG.LND.AGRI.ZS,12.46923708,13.53568499,14.35602953,15.01230517,15.34044299,15.34044299,15.34044299,..
"Venezuela, RB",VEN,Forest area (% of land area),AG.LND.FRST.ZS,58.98305085,57.35332464,55.72359844,54.09330537,53.85749107,52.92557111,52.73918889,..
"Venezuela, RB",VEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.78317556,24.51108214,24.52808798,24.48273907,24.48840769,24.48840769,24.48840769,..
Vietnam,VNM,Forest area (% of land area),AG.LND.FRST.ZS,28.7658607,32.39730867,37.70012216,42.17434773,45.56390492,47.64408037,48.06011546,..
Vietnam,VNM,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.66422932,21.74874804,28.22606571,32.42525755,34.70216277,39.25565195,39.27500242,..
Virgin Islands (U.S.),VIR,Forest area (% of land area),AG.LND.FRST.ZS,67.37142835,62.91428702,58.48571232,53.51428441,51.88571385,50.28571538,49.97142792,..
Virgin Islands (U.S.),VIR,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.57142857,22.85714286,20,17.14285714,11.42857143,11.42857143,11.42857143,..
West Bank and Gaza,PSE,Forest area (% of land area),AG.LND.FRST.ZS,1.508305635,1.508305635,1.508305635,1.523255827,1.523255827,1.523255827,1.523255827,..
West Bank and Gaza,PSE,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.2923588,62.45847176,61.79401993,60.43189166,41.17940098,49.32226137,49.32226137,..
"Yemen, Rep.",YEM,Forest area (% of land area),AG.LND.FRST.ZS,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,..
"Yemen, Rep.",YEM,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.74875466,44.95709984,44.83019869,44.55366782,44.65973445,44.5972309,44.5972309,..
Zambia,ZMB,Forest area (% of land area),AG.LND.FRST.ZS,71.0259756,69.90543322,68.78489084,67.66434846,66.54380608,65.4232637,65.19915312,..
Zambia,ZMB,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.99472686,28.8650641,30.26406059,30.61919047,31.52584781,32.06392338,32.06392338,..
Zimbabwe,ZWE,Forest area (% of land area),AG.LND.FRST.ZS,57.29352462,53.06708026,48.84063591,44.61419155,40.38774719,36.35000646,35.54245731,..
Zimbabwe,ZWE,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.63060618,35.82784025,38.92981776,41.61819827,41.87669639,41.87669639,41.87669639,..
